InputSignal - Magnitude   FFT Frequency Resolution: 0.976562
 
0	1.02132
1	0.842477
2	0.858284
3	0.495986
4	0.736387
5	1.03027
6	4.79156
7	3.99534
8	0.92765
9	2.88629
10	2.61058
11	2.3551
12	3.00194
13	3.44106
14	4.59296
15	4.73161
16	0.487044
17	1.79584
18	1.6395
19	2.49994
20	2.53343
21	4.81903
22	5.24892
23	6.34508
24	7.96641
25	6.51693
26	4.1849
27	0.458261
28	2.7229
29	2.6822
30	3.91197
31	5.80783
32	4.32934
33	1.08972
34	3.65356
35	6.01698
36	4.20827
37	4.64519
38	5.26239
39	2.11897
40	1.97317
41	3.79345
42	6.30196
43	9.42888
44	10.08
45	7.49552
46	5.1228
47	1.98753
48	0.8892
49	2.29274
50	2.65917
51	1.65206
52	2.19729
53	3.92792
54	1.24106
55	3.09238
56	2.07783
57	0.169143
58	3.05657
59	3.64585
60	0.536758
61	2.24734
62	1.94038
63	2.82819
64	3.43895
65	1.95938
66	1.16869
67	2.83465
68	3.23218
69	2.56447
70	2.45509
71	3.16594
72	2.32511
73	1.12146
74	0.766789
75	0.751421
76	1.01849
77	1.45902
78	0.745496
79	0.407483
80	0.396014
81	0.298946
82	0.505842
83	1.97162
84	2.84541
85	3.01611
86	1.63294
87	1.30702
88	1.81354
89	3.94016
90	3.41339
91	0.672281
92	2.47288
93	2.26145
94	0.956222
95	0.884318
96	2.14016
97	2.28803
98	2.75809
99	3.01281
100	2.47851
101	0.661349
102	1.86848
103	1.03543
104	1.14277
105	0.429137
106	0.503241
107	0.445411
108	1.2693
109	1.33732
110	1.0049
111	6.66956
112	7.74082
113	1.25301
114	1.52296
115	2.03162
116	1.36648
117	1.11234
118	1.72327
119	1.53529
120	1.47136
121	1.99057
122	1.3568
123	0.408031
124	1.29914
125	2.00041
126	1.17973
127	2.58097
128	3.01604
129	1.54529
130	0.49497
131	1.54443
132	1.66272
133	2.37831
134	2.8901
135	1.51452
136	1.78521
137	1.37985
138	1.77639
139	1.19917
140	0.563608
141	0.711625
142	1.04435
143	1.42207
144	1.97802
145	1.44076
146	0.468355
147	1.03984
148	0.189362
149	0.802768
150	1.13405
151	1.20599
152	1.37094
153	1.45087
154	1.34521
155	0.351394
156	0.278613
157	1.2208
158	1.41521
159	1.75137
160	1.78238
161	1.47413
162	1.54739
163	1.66009
164	1.65634
165	1.84215
166	2.00397
167	0.695761
168	0.582626
169	1.52886
170	1.9123
171	1.40811
172	2.75615
173	3.36173
174	1.70632
175	1.68975
176	1.03639
177	0.706656
178	0.412252
179	0.790704
180	0.779319
181	0.594883
182	0.490128
183	0.757094
184	0.0669653
185	0.573619
186	0.765367
187	0.571256
188	1.20537
189	0.48644
190	2.68734
191	3.64595
192	3.28478
193	1.0132
194	0.39363
195	0.925318
196	2.12054
197	1.4685
198	0.965319
199	0.747436
200	1.34893
201	1.63351
202	4.61843
203	10.8134
204	8.11142
205	2.79766
206	2.51578
207	1.61
208	1.19399
209	1.91053
210	1.35497
211	1.4946
212	1.75299
213	0.534722
214	0.965877
215	0.847924
216	0.727964
217	0.840373
218	0.481975
219	1.94443
220	3.09706
221	3.36234
222	4.26809
223	6.50226
224	3.81446
225	1.49023
226	1.8997
227	1.19773
228	1.10847
229	0.87968
230	0.604012
231	0.746667
232	1.08957
233	1.16508
234	0.928092
235	1.53934
236	0.896488
237	0.628974
238	1.191
239	1.15776
240	0.573764
241	0.224226
242	0.548528
243	0.971336
244	1.18953
245	0.882382
246	2.11705
247	1.7675
248	0.834303
249	0.30538
250	0.517373
251	0.976472
252	1.22638
253	1.42902
254	1.285
255	0.445365
256	0.749778
257	1.12707
258	0.941139
259	1.12146
260	0.77694
261	0.542852
262	1.00436
263	1.80825
264	1.34606
265	0.90733
266	1.97859
267	1.99847
268	0.744934
269	0.851732
270	1.15337
271	1.76886
272	0.977879
273	0.530987
274	0.683783
275	0.683847
276	1.19819
277	1.07528
278	0.887787
279	1.60212
280	1.85508
281	1.17376
282	0.530324
283	0.970153
284	1.28998
285	0.994614
286	1.03487
287	0.639319
288	0.867508
289	1.06662
290	0.264685
291	1.7334
292	1.88766
293	0.748282
294	0.77834
295	0.527845
296	1.07012
297	0.800128
298	0.652819
299	0.827301
300	1.0019
301	1.18116
302	1.351
303	0.794135
304	0.771546
305	0.547741
306	0.653077
307	0.771153
308	0.45208
309	0.289557
310	1.13254
311	1.46724
312	2.49531
313	3.00053
314	3.11456
315	2.15495
316	0.580327
317	0.888609
318	0.681668
319	0.234595
320	0.460127
321	0.527068
322	0.457461
323	0.734254
324	0.70777
325	0.438598
326	0.74666
327	0.870933
328	0.999168
329	1.12895
330	1.74821
331	1.93929
332	1.6174
333	0.801387
334	3.17615
335	7.19722
336	4.25059
337	1.62954
338	0.936828
339	0.710342
340	0.944993
341	0.514732
342	0.439642
343	0.408958
344	0.713379
345	0.514131
346	1.09222
347	1.14149
348	0.306379
349	0.303308
350	0.500448
351	0.725196
352	0.705649
353	0.282419
354	0.32994
355	0.54976
356	0.520589
357	0.652179
358	0.566139
359	0.292712
360	0.214019
361	0.344592
362	0.105292
363	0.850245
364	1.46864
365	0.970433
366	0.152847
367	0.33386
368	1.14059
369	1.22602
370	1.01155
371	0.0913254
372	0.80672
373	0.525512
374	0.191103
375	0.593225
376	0.963119
377	0.9788
378	0.870531
379	1.28922
380	0.587906
381	0.510375
382	0.585033
383	0.38684
