Compute Correlation 
 
0		-289.708		-24.0453
1		-245.017		-185.834
2		-112.177		-300.836
3		64.8515		-325.078
4		224.79		-250.619
5		315.336		-107.777
6		314.231		49.7137
7		235.583		168.713
8		119.714		218.017
9		12.9125		197.404
10		-52.1758		131.707
11		-66.3458		54.9977
12		-40.7946		-5.73581
13		4.63123		-39.0828
14		53.6943		-47.1275
15		99.3197		-36.5023
16		140.382		-9.96025
17		173.656		35.3351
18		188.042		101.687
19		166.612		181.544
20		96.7075		252.423
21		-17.4865		281.546
22		-148.197		239.93
23		-249.174		119.443
24		-272.486		-56.5557
25		-190.063		-236.126
26		-9.57724		-355.812
27		223.787		-365.109
28		441.622		-247.41
29		576.79		-27.773
30		587.411		235.919
31		470.076		474.065
32		257.56		628.934
33		3.80031		670.694
34		-235.582		600.531
35		-418.156		442.396
36		-519.875		230.13
37		-531.682		-2.40609
38		-453.274		-224.182
39		-290.301		-404.42
40		-57.6221		-510.235
41		214.221		-510.107
42		475.836		-384.664
43		665.088		-140.499
44		723.672		181.032
45		618.895		507.365
46		361.03		752.639
47		7.03587		844.731
48		-353.159		750.878
49		-623.798		490.931
50		-733.548		132.25
51		-657.031		-231.868
52		-419.797		-511.363
53		-86.2794		-644.763
54		262.711		-612.032
55		553.093		-432.631
56		733.085		-153.006
57		778.294		168.953
58		688.88		476.042
59		484.127		718.224
60		198.582		855.648
61		-119.796		862.143
62		-412.664		731.345
63		-619.374		483.621
64		-691.165		168.631
65		-607.731		-141.589
66		-388.722		-370.313
67		-92.9166		-459.892
68		197.624		-392.32
69		404.059		-196.981
70		477.711		59.2866
71		415.92		296.813
72		259.659		452.365
73		73.8915		500.477
74		-80.3489		457.764
75		-169.411		369.126
76		-195.708		283.265
77		-188.741		229.706
78		-184.264		208.217
79		-202.888		194.793
80		-239.093		159.868
81		-265.701		88.4161
82		-250.679		-8.86137
83		-176.825		-98.9643
84		-53.773		-142.492
85		83.8768		-113.457
86		191.117		-12.7253
87		232.116		131.502
88		194.984		275.908
89		94.8649		380.283
90		-35.1557		422.56
91		-159.671		403.805
92		-254.692		342.117
93		-312.988		260.192
94		-339.748		174.133
95		-342.775		89.4895
96		-324.076		5.6698
97		-278.32		-75.2688
