Compute Correlation 
 
0		278.435		-459.117
1		443.222		-319.668
2		543.994		-117.78
3		552.195		119.371
4		451.612		346.973
5		251.261		510.484
6		-8.90172		562.756
7		-265.193		483.297
8		-449.516		289.974
9		-513.277		36.1826
10		-445.193		-206.709
11		-274.612		-374.491
12		-58.7854		-431.778
13		139.839		-380.85
14		275.667		-254.754
15		331.723		-99.4062
16		317.33		45.6448
17		255.311		158.57
18		167.247		234.733
19		65.2051		277.278
20		-46.4678		286.527
21		-162.29		255.798
22		-267.157		176.55
23		-335.351		49.3646
24		-339.417		-106.934
25		-264.768		-255.261
26		-121.701		-351.543
27		52.9893		-362.779
28		207.352		-282.886
29		294.136		-137.761
30		289.828		23.7799
31		203.616		149.281
32		72.0668		202.969
33		-57.4146		177.584
34		-145.798		92.8401
35		-174.987		-17.2388
36		-148.694		-120.409
37		-83.3314		-197.046
38		4.08056		-241.061
39		103.122		-252.623
40		208.374		-229.402
41		311.328		-163.607
42		392.85		-47.9392
43		423.419		112.824
44		373.762		292.56
45		231.645		444.705
46		15.6585		516.064
47		-223.096		468.783
48		-415.031		300.155
49		-497.215		49.668
50		-438.704		-211.755
51		-254.112		-406.709
52		1.26166		-479.634
53		252.657		-415.858
54		433.502		-243.269
55		506.914		-17.1034
56		472.232		203.619
57		355.836		376.218
58		193.393		482.319
59		14.1682		522.357
60		-164.569		502.886
61		-332.013		426.303
62		-473.226		290.11
63		-562.697		96.016
64		-568.521		-137.714
65		-466.776		-370.165
66		-258.661		-544.454
67		20.0044		-606.476
68		304.144		-527.569
69		519.379		-319.747
70		608.346		-35.0716
71		551.379		251.579
72		372.037		468.778
73		125.465		571.919
74		-124.045		553.608
75		-325.099		438.039
76		-451.011		264.502
77		-497.963		70.0468
78		-473.89		-119.703
79		-387.077		-288.606
80		-242.373		-421.273
81		-47.0309		-496.098
82		178.909		-487.156
83		396.576		-375.921
84		553.581		-166.58
85		600.983		104.982
86		514.613		376.205
87		309.518		577.265
88		38.5992		656.998
89		-225.709		602.952
90		-418.956		445.272
91		-508.356		242.033
92		-501.229		53.1385
93		-434.556		-84.1476
94		-351.846		-165.961
95		-280.029		-214.264
96		-218.713		-256.281
97		-147.033		-303.193
98		-43.4042		-340.508
99		93.7824		-335.722
100		237.015		-259.013
101		338.109		-105.171
102		350.396		95.9873
103		253.017		287.333
104		64.2315		407.026
105		-163.545		414.688
106		-364.587		307.929
107		-485.917		121.31
108		-505.588		-90.7691
109		-435		-277.487
110		-306.038		-408.968
111		-151.96		-479.608
112		6.45596		-497.987
113		162.138		-471.792
114		311.376		-398.617
115		440.438		-269.22
116		519.902		-81.4207
117		512.849		144.674
118		394.289		361.461
119		171.458		505.008
120		-107.597		519.703
121		-364.512		385.04
122		-517.775		130.559
123		-514.917		-170.045
124		-354.621		-424.551
125		-88.0182		-556.504
126		201.534		-532.697
127		430.552		-371.837
128		544.495		-131.857
129		531.401		116.306
130		416.313		314.976
131		242.587		434.218
132		51.8447		470.481
133		-126.957		434.463
134		-276.04		338.487
135		-379.94		192.223
136		-418.878		8.61901
137		-371.919		-186.04
138		-230.169		-347.937
139		-12.1963		-424.544
140		229.702		-375.521
141		420.27		-196.05
142		487.863		70.8242
143		395.873		342.442
144		163.447		524.996
145		-136.426		550.863
146		-402.915		407.657
147		-546.803		144.71
148		-525.59		-146.869
149		-358.106		-371.584
150		-112.401		-466.961
151		126.282		-423.909
152		291.273		-281.921
153		356.922		-103.799
154		338.595		55.5668
155		273.313		170.095
156		193.985		243.769
157		112.451		294.536
158		20.2089		332.771
159		-95.3765		348.619
160		-230.998		316.516
161		-357.442		214.289
162		-427.695		44.9096
163		-400.149		-153.392
164		-264.341		-316.887
165		-54.0739		-382.962
166		161.177		-320.5
167		304.125		-147.848
168		323.634		72.0677
169		217.728		258.156
170		33.8149		346.461
171		-154.088		316.916
172		-279.521		198.533
173		-311.905		51.2665
174		-265.298		-65.2114
175		-184.511		-119.246
176		-117.471		-117.533
177		-89.4713		-94.1142
178		-93.0416		-85.7805
179		-97.7762		-108.656
180		-73.1359		-149.254
181		-10.1454		-174.495
182		70.9528		-154.063
183		131.541		-81.4318
184		137.494		19.2201
185		80.4851		104.635
186		-15.0704		136.229
187		-104.042		102.275
188		-145.196		25.4461
189		-124.499		-49.2309
190		-63.5742		-79.7502
191		-7.8371		-51.7068
192		-0.296272		12.0924
193		-55.3803		63.1757
194		-147.699		54.59
195		-222.901		-30.7893
196		-225.811		-166.562
197		-131.381		-292.084
198		38.1117		-340.984
199		219.39		-274.77
200		335.723		-104.351
201		332.371		111.8
202		202.466		292.297
203		-9.23131		368.333
204		-226.127		312.856
205		-372.916		149.942
206		-405.858		-58.8121
207		-326.468		-242.715
208		-174.092		-350.555
209		-3.61835		-366.062
210		138.795		-305.111
211		229.842		-199.478
212		268.05		-78.335
213		261.753		41.7964
214		216.058		154.455
215		128.243		252.282
216		-5.32072		317.297
217		-175.759		321.129
218		-351.824		237.406
219		-482.389		60.2881
220		-513.248		-181.887
221		-411.544		-427.582
222		-185.657		-600.233
223		110.592		-636.965
224		393.419		-515.012
225		578.538		-263.234
226		611.893		47.0515
227		488.191		328.002
228		249.727		506.28
229		-32.616		545.77
230		-286.337		453.422
231		-459.834		268.311
232		-531.864		41.7558
233		-506.99		-180.743
234		-403.225		-367.985
235		-240.921		-501.013
236		-39.2158		-565.938
237		179.797		-549.442
238		384.824		-441.948
239		534.517		-247.369
240		586.232		7.15028
241		512.338		269.572
242		316.274		473.804
243		39.0922		560.659
244		-248.981		500.337
245		-470.214		305.926
246		-565.686		30.946
247		-514.998		-248.68
248		-341.076		-460.55
249		-98.7975		-558.525
250		146.444		-533.286
251		340.164		-408.111
252		451.472		-224.332
253		473.857		-24.9895
254		417.341		155.654
255		299.024		293.994
256		138.187		373.312
257		-42.4804		380.477
258		-213.164		307.932
259		-336.857		161.048
260		-377.123		-34.2028
261		-312.51		-230.425
262		-150.877		-369.334
263		65.2627		-401.945
264		268.217		-310.271
265		388.175		-119.669
266		381.046		106.081
267		248.474		287.161
268		39.8073		359.063
269		-166.375		299.274
270		-293.966		136.925
271		-300.495		-59.5088
272		-193.849		-211.321
273		-27.1752		-262.528
274		125.393		-202.05
275		200.836		-65.7223
276		172.743		81.7625
277		59.4899		175.837
278		-87.0824		178.528
279		-205.758		91.2351
280		-251.051		-50.0784
281		-208.541		-192.89
282		-95.5843		-289.638
283		50.1036		-313.162
284		186.502		-261.124
285		280.127		-150.733
286		311.544		-9.33348
287		274.585		133.276
288		173.593		248.24
289		22.7054		308.496
290		-152.223		291.124
291		-312.385		183.952
292		-410.312		-4.85557
