0 359.406
1 89.4062

5575 359.312
0 88.4062

5578 358.609
0 87.4062

0 358.406
0 86.4062

5587 357.906
0 85.4062

0 357.406
0 84.4062

5587 357.203
0 83.4062

5444 356.5
0 82.4062

0 356.406
0 81.4062

5019 355.797
0 80.4062

0 355.406
0 79.4062

5540 355.094
0 78.4062

0 354.406
0 77.4062

5590 354.391
0 76.4062

5611 353.703
0 75.4062

0 353.406
0 74.4062

5654 353
0 73.4062

5703 352.297
0 72.4062

5133 351.594
0 71.4062

5166 350.891
0 70.4062

5000 349.484
0 69.4062

484 346.156
0 68.4062

482 345.469
0 67.4062

479 344.516
0 66.4062

477 344.062
0 65.4062

475 343.359
0 64.4062

473 342.656
0 63.4062

472 341.703
0 62.4062

471 341.25
0 61.4062

469 340.297
0 60.4062

468 339.734
0 59.4062

0 339.406
0 58.4062

466 339.031
0 57.4062

465 338.078
0 56.4062

466 337.625
0 55.4062

464 336.922
0 54.4062

461 335.969
0 53.4062

461 335.516
0 52.4062

460 334.688
0 51.4062

460 333.984
0 50.4062

459 333.156
0 49.4062

461 332.453
0 48.4062

460 331.75
0 47.4062

458 331.297
0 46.4062

457 330.344
0 45.4062

456 329.766
0 44.4062

457 329.062
0 43.4062

457 328.484
0 42.4062

456 327.531
0 41.4062

455 326.828
0 40.4062

456 326.375
0 39.4062

453 325.672
0 38.4062

454 324.594
0 37.4062

455 324.016
0 36.4062

456 323.297
0 35.4062

456 322.719
0 34.4062

456 321.891
0 33.4062

456 321.438
0 32.4062

459 320.734
0 31.4062

459 319.781
0 30.4062

461 319.203
0 29.4062

2546 316.906
0 28.4062

2510 316.203
0 27.4062

2483 315.5
0 26.4062

2446 314.781
0 25.4062

2423 314.078
0 24.4062

2408 313.375
0 23.4062

2370 312.672
0 22.4062

2349 311.969
0 21.4062

2327 311.141
0 20.4062

2300 310.438
0 19.4062

2274 309.734
0 18.4062

958 307.453
0 17.4062

950 306.75
0 16.4062

942 306.031
0 15.4062

935 305.328
0 14.4062

926 304.625
0 13.4062

920 303.922
0 12.4062

913 303.219
0 11.4062

906 302.391
0 10.4062

897 301.688
0 9.40625

892 301.109
0 8.40625

885 300.281
0 7.40625

880 299.578
0 6.40625

875 298.875
2 5.40625

0 298.406
2 4.57812

871 298.156
2 4.25

864 297.453
2 3.1875

0 297.406
2 2.48438

859 296.875
2 2.03125

0 296.406
0 -0.59375

855 296.047
0 -0.6875

0 295.406
0 -1.39062

849 295.344
0 -1.59375

845 294.641
0 -2.09375

0 294.406
0 -2.59375

841 293.938
0 -2.79688

0 293.406
0 -3.5

836 293.234
0 -3.59375

834 292.406
0 -4.20312

833 291.703
0 -4.59375

834 291.109
0 -4.90625

836 290.406
0 -5.59375

0 281.406
0 -5.60938

0 89.4062
0 -6.29688

0 88.4062
0 -6.59375

0 87.4062
0 -7

0 86.4062
0 -7.70312

0 85.4062
0 -8.40625

0 84.4062
0 -9.10938

0 83.4062
0 -10.5156

0 82.4062
3 -13.8438

0 81.4062
3 -14.5312

0 80.4062
3 -15.4844

0 79.4062
3 -15.9375

0 78.4062
3 -16.6406

0 77.4062
3 -17.3438

0 76.4062
3 -18.2969

0 75.4062
3 -18.75

0 74.4062
3 -19.7031

0 73.4062
3 -20.2656

0 72.4062
0 -20.5938

0 71.4062
4 -20.9688

0 70.4062
4 -21.9219

0 69.4062
4 -22.375

0 68.4062
4 -23.0781

0 67.4062
4 -24.0312

0 66.4062
4 -24.4844

0 65.4062
4 -25.3125

0 64.4062
4 -26.0156

0 63.4062
4 -26.8438

0 62.4062
4 -27.5469

0 61.4062
4 -28.25

0 60.4062
4 -28.7031

0 59.4062
