Output:
Angle: 89.5938 Radius: 0 Object: 1
Angle: 88.5938 Radius: 0 Object: 0
Angle: 87.5938 Radius: 0 Object: 0
Angle: 86.5938 Radius: 0 Object: 0
Angle: 85.5938 Radius: 0 Object: 0
Angle: 84.5938 Radius: 0 Object: 0
Angle: 83.5938 Radius: 0 Object: 0
Angle: 82.5938 Radius: 0 Object: 0
Angle: 81.5938 Radius: 0 Object: 0
Angle: 80.5938 Radius: 0 Object: 0
Angle: 79.5938 Radius: 0 Object: 0
Angle: 78.5938 Radius: 0 Object: 0
Angle: 77.5938 Radius: 0 Object: 0
Angle: 76.5938 Radius: 0 Object: 0
Angle: 75.5938 Radius: 0 Object: 0
Angle: 74.5938 Radius: 0 Object: 0
Angle: 73.5938 Radius: 0 Object: 0
Angle: 72.5938 Radius: 0 Object: 0
Angle: 71.5938 Radius: 0 Object: 0
Angle: 70.5938 Radius: 0 Object: 0
Angle: 69.5938 Radius: 0 Object: 0
Angle: 68.5938 Radius: 0 Object: 0
Angle: 67.5938 Radius: 0 Object: 0
Angle: 66.5938 Radius: 0 Object: 0
Angle: 65.5938 Radius: 0 Object: 0
Angle: 64.5938 Radius: 0 Object: 0
Angle: 63.5938 Radius: 0 Object: 0
Angle: 62.5938 Radius: 0 Object: 0
Angle: 61.5938 Radius: 0 Object: 0
Angle: 60.5938 Radius: 0 Object: 0
Angle: 59.5938 Radius: 0 Object: 0
Angle: 58.5938 Radius: 0 Object: 0
Angle: 57.5938 Radius: 0 Object: 0
Angle: 56.5938 Radius: 0 Object: 0
Angle: 55.5938 Radius: 0 Object: 0
Angle: 54.5938 Radius: 0 Object: 0
Angle: 53.5938 Radius: 0 Object: 0
Angle: 52.5938 Radius: 0 Object: 0
Angle: 51.5938 Radius: 0 Object: 0
Angle: 50.5938 Radius: 0 Object: 0
Angle: 49.5938 Radius: 0 Object: 0
Angle: 48.5938 Radius: 0 Object: 0
Angle: 47.5938 Radius: 0 Object: 0
Angle: 46.5938 Radius: 0 Object: 0
