5534 0.3125
3923 1
3936 1.67188
4613 2.35938
5438 3.71875
5300 4.39062
4897 5.07812
5502 5.75
4667 6.4375
837 -69.8281
834 -69.1562
834 -68.4688
834 -67.7812
834 -67.1094
839 -66.4219
842 -65.8594
846 -65.0469
851 -64.375
856 -63.6875
860 -63
866 -62.2031
869 -61.6406
876 -60.8281
880 -60.1562
886 -59.5938
892 -58.9062
898 -58.2344
906 -57.4219
912 -56.8594
919 -56.0625
926 -55.375
932 -54.6875
939 -54
949 -53.3281
956 -52.5156
961 -51.9531
2270 -50.3906
2296 -49.7188
2309 -49.0312
2346 -48.2188
2364 -47.5312
2389 -46.8594
2416 -46.1719
2437 -45.4844
2478 -44.7969
2497 -44.125
2520 -43.4375
2562 -42.75
2582 -42.0625
2619 -41.3906
2652 -40.7031
2685 -40.0156
2725 -39.3281
2689 -38.6562
2663 -37.9688
2638 -37.2812
2613 -36.5938
2588 -35.9219
2572 -35.2344
2609 -34.5469
2644 -33.8594
2693 -33.1875
3161 -32.375
3101 -31.7031
3123 -31.0156
249 -27.5469
252 -27.4062
250 -26.4688
248 -24.6094
245 -24.3906
246 -24.3125
244 -23.8281
242 -23.0312
238 -22.125
241 -21.9688
238 -21.4375
240 -20.7969
237 -20.7656
235 -19.4062
236 -18.7031
234 -18.6094
235 -16.1719
249 -15.25
265 -14.9375
280 -13.5156
5522 -7.15625
4651 -6.46875
4661 -5.79688
4665 -5.10938
4728 -4.4375
3188 -3.20312
5599 -2.39062
5572 -1.71875
5578 -1.03125
5587 -0.359375
5543 0.09375
3977 0.8125
3930 1.53125
4599 2.25
5338 4.39062
4882 5.10938
5487 5.82812
4663 6.54688
4846 7.98438
835 -69.6562
833 -68.9375
834 -68.3438
835 -67.5
837 -66.7812
840 -66.1875
845 -65.3438
849 -64.6094
855 -63.8906
860 -63.1719
865 -62.4531
870 -61.7344
875 -61.0156
880 -60.1562
886 -59.5625
894 -58.7188
900 -58
906 -57.2812
914 -56.5625
921 -55.8438
930 -55.1094
937 -54.3906
944 -53.6719
952 -52.9531
960 -52.1094
2265 -50.6406
2293 -49.9219
2306 -49.0781
2334 -48.3438
2361 -47.625
2389 -46.9062
2418 -46.1875
2437 -45.4688
2480 -44.75
2503 -44.0312
2525 -43.3125
2564 -42.5781
2604 -41.8594
2640 -41.1406
2664 -40.4219
2709 -39.7031
2704 -38.9844
2678 -38.2656
2653 -37.5469
2621 -36.8125
2595 -36.0938
2577 -35.375
2611 -34.6562
2642 -33.9375
2697 -33.2188
3157 -32.375
3097 -31.6562
3132 -30.9375
250 -27.375
252 -27.2188
248 -26.3125
249 -26.0312
245 -25.375
246 -25.2188
243 -23.2812
241 -23.2188
242 -22.4375
240 -20.625
236 -20.3438
239 -20.2812
235 -19.625
237 -19.0625
234 -18.1562
233 -16.5625
245 -15.7188
262 -15.625
279 -13.5312
5519 -7.09375
4653 -6.375
4667 -5.65625
4682 -4.9375
4723 -4.21875
5572 -2.0625
5566 -1.34375
5572 -0.625
5534 0.34375
3933 1.09375
4234 1.85938
5048 2.60938
5335 4.10938
4822 4.875
5516 5.625
4665 6.375
4844 7.89062
835 -69.9062
834 -69.1406
834 -68.3906
834 -67.5
837 -66.75
842 -66.125
846 -65.2344
